1	37
2	324
3	773
4	1247
5	1412
6	1478
7	1482
8	2327
9	3020
10	3047
11	3137
12	3155
13	3248
14	3284
15	3371
16	3461
17	3847
18	3921
19	4447
20	4510
21	4699
22	4780
23	4945
24	5054
25	5236
26	5239
27	5638
28	5881
29	6160
30	10073
31	10088
32	10442
33	10553
34	11570
35	11927
36	12140
37	12170
38	12374
39	13859
40	14814
41	15925
42	17231
43	17475
44	17586
45	17621
46	17623
47	17633
48	18809
49	19020
50	20397
51	20526
52	21848
53	22084
54	22914
55	23411
56	23571
57	23605
58	23748
59	24159
60	28559
61	29254
62	29304
63	30088
64	30124
65	30226
66	30313
67	30577
68	30665
69	30716
70	30803
71	30845
72	30899
73	31121
74	32239
75	32543
76	32671
77	32713
78	32864
79	32921
80	32936
81	33020
82	33062
83	33155
84	33337
85	33344
86	33536
87	34007
88	34149
89	34733
90	36848
91	37220
92	37805
93	38010
94	38170
95	39529
96	39750
97	39823
98	39830
99	39860
100	40025
101	40066
102	40108
103	40274
104	40370
105	40706
106	41007
107	41013
108	41060
109	41169
110	41182
111	41217
112	41445
113	42107
114	42291
115	42521
116	42525
117	43419
118	43804
119	43808
120	43832
121	43889
122	43907
123	44015
124	44041
125	44434
126	44441
127	44809
128	44863
129	44864
130	45391
131	45435
132	45623
133	45670
134	45993
135	46680
136	47021
137	48012
138	49166
139	49896
140	50054
141	50368
142	51189
143	51626
144	51896
145	52026
146	53346
147	53388
148	53483
149	54303
150	55281
151	55296
152	55357
153	55698
154	55743
155	55812
156	56016
157	56488
158	56664
159	58345
160	58516
161	58865
162	58890
163	58896
164	58901
165	58913
166	58919
167	62655
168	62690
169	62789
170	62880
171	63044
172	63238
173	63683
174	64068
175	64153
176	64180
177	64181
178	64454
179	64624
180	65234
181	65420
182	65556
183	66145
184	68056
185	68112
186	68116
187	68180
188	68190
189	68207
190	68210
191	68648
192	68654
193	68845
194	69573
195	70098
196	70466
197	70928
198	71000
199	71049
200	71097
201	73728
202	75109
203	75736
204	76486
205	78908
206	80852
207	81486
208	81494
209	81517
210	81633
211	81916
212	81925
213	88519
214	90454
215	90621
216	90633
217	90666
218	90669
219	90702
220	90888
221	90978
222	91522
223	92095
224	92519
225	93162
226	94896
227	95461
228	95860
229	95872
230	96672
231	96693
232	96870
233	96906
234	96948
235	96987
236	97570
237	97645
238	97666
239	97804
240	97810
241	98811
242	98822
243	99768
244	100118
245	100532
246	102150
247	102262
248	102412
249	102556
250	104804
251	104845
252	105423
253	105615
254	105654
255	106004
256	106033
257	106063
258	106964
259	106980
260	107896
261	107910
262	107944
263	107958
264	107988
265	107996
266	108012
267	108026
268	108057
269	108206
270	108470
271	109135
272	110682
273	113493
274	114916
275	117440
276	117443
277	117613
278	117916
279	117930
280	117932
281	118129
282	118193
283	118201
284	118222
285	118288
286	118309
287	118366
288	118400
289	118576
290	118693
291	118764
292	119023
293	119030
294	119532
295	119536
296	119841
297	121739
298	122274
299	122307
300	122313
301	122316
302	124507
303	124635
304	124683
305	126063
306	126316
307	132013
308	133903
309	134292
310	134329
311	134346
312	134550
313	134586
314	134633
315	134691
316	134758
317	134833
318	134850
319	134896
320	134909
321	135095
322	135208
323	135353
324	135387
325	135914
326	136061
327	136864
328	137440
329	137572
330	137869
331	137965
332	138037
333	138181
334	138205
335	138484
336	138730
337	138769
338	139245
339	139250
340	139611
341	139701
342	139763
343	139943
344	141408
345	142082
346	142243
347	144552
348	145607
349	145981
350	147073
351	147080
352	149468
353	149922
354	150675
355	150737
356	150954
357	152674
358	152953
359	153384
360	153542
361	154292
362	154621
363	155504
364	155609
365	157320
366	157743
367	158197
368	159071
369	160662
370	160887
371	161166
372	161170
373	161337
374	161595
375	161802
376	163352
377	163354
378	163380
379	164139
380	164803
381	165120
382	165980
383	166048
384	166312
385	166345
386	166364
387	166404
388	166475
389	166592
390	166630
391	166793
392	166987
393	167357
394	167631
395	167858
396	167897
397	167921
398	168076
399	168192
400	168215
401	168431
402	168791
403	169198
404	169401
405	169901
406	170471
407	170576
408	170839
409	170858
410	170978
411	171275
412	171290
413	172611
414	173353
415	173611
416	173893
417	174016
418	174533
419	174575
420	174806
421	175064
422	175675
423	175721
424	175727
425	176141
426	176183
427	176606
428	176687
429	177016
430	177158
431	178315
432	188410
433	208809
434	232106
435	233305
436	233962
437	234812
438	235550
439	235589
440	235599
441	235613
442	235619
443	235626
444	236711
445	236889
446	237068
447	237169
448	237435
449	237558
450	237597
451	237727
452	237899
453	237914
454	238065
455	238565
456	238735
457	239737
458	239784
459	239810
460	240278
461	240597
462	240856
463	241381
464	241624
465	242272
466	242322
467	242811
468	243771
469	244310
470	244406
471	244472
472	245120
473	247720
474	249032
475	249038
476	249076
477	249095
478	249102
479	249455
480	249610
481	249946
482	250063
483	251206
484	251214
485	251546
486	251801
487	252674
488	252891
489	252931
490	253450
491	253866
492	254017
493	254021
494	254381
495	254402
496	254408
497	255521
498	255530
499	255608
500	255809
501	255911
502	256089
503	256943
504	257242
505	257292
506	257463
507	257524
508	257573
509	257890
510	258215
511	258987
512	259391
513	260647
514	260794
515	261154
516	261492
517	261589
518	262273
519	262369
520	262435
521	263583
522	264405
523	264491
524	265031
525	265069
526	265088
527	271661
528	271873
529	273027
530	274032
531	274058
532	274360
533	274500
534	275281
535	275339
536	275635
537	276243
538	276285
539	276383
540	276414
541	276754
542	276800
543	276965
544	277008
545	277071
546	277152
547	277411
548	277518
549	277525
550	277552
551	277596
552	277605
553	277635
554	277731
555	278559
556	278679
557	278712
558	278847
559	279614
560	279724
561	279823
562	280039
563	280094
564	280319
565	280487
566	280504
567	280599
568	280879
569	282162
570	283019
571	283045
572	284009
573	294510
574	296094
575	296619
576	296844
577	297303
578	297319
579	297327
580	297333
581	297401
582	297436
583	297473
584	297501
585	297510
586	297680
587	297805
588	297838
589	297898
590	297910
591	299185
592	299239
593	299260
594	299434
595	299680
596	299752
597	300107
598	300124
599	300294
600	300303
601	300313
602	300316
603	300918
604	303062
605	303091
606	303287
607	303664
608	304076
609	304604
610	305825
611	305845
612	307829
613	310802
614	310916
615	310929
616	311429
617	311946
618	311958
619	312211
620	312232
621	312364
622	319255
623	319262
624	319265
625	319333
626	319400
627	319407
628	319683
629	320075
630	321398
631	323311
632	324037
633	324136
634	324238
635	324292
636	325369
637	325384
638	325447
639	325801
640	325945
641	325964
642	326143
643	327058
644	327075
645	327178
646	327331
647	327891
648	328435
649	328792
650	329455
651	329478
652	329656
653	329856
654	329928
655	331570
656	334126
657	334288
658	335389
659	335470
660	336262
661	337491
662	337636
663	337662
664	337807
665	341168
666	342838
667	342844
668	343014
669	343401
670	343464
671	343508
672	343601
673	344623
674	346269
675	346439
676	346957
677	349673
678	349866
679	349868
680	349883
681	350120
682	350378
683	350428
684	350465
685	351054
686	351075
687	351491
688	351885
689	352599
690	352718
691	352918
692	353988
693	354057
694	354060
695	354803
696	355906
697	355937
698	356440
699	357037
700	357131
701	357139
702	357172
703	357202
704	357343
705	368798
706	369174
707	369332
708	369861
709	371874
710	373360
711	379785
712	381022
713	381875
714	382096
715	384459
716	384489
717	384564
718	384723
719	384731
720	384756
721	384780
722	385048
723	385050
724	385099
725	385360
726	385474
727	385602
728	385669
729	385742
730	385743
731	385749
732	385768
733	385771
734	385779
735	385813
736	385856
737	385912
738	386460
739	390721
740	391950
741	392413
742	392572
743	392684
744	394434
745	395102
746	395249
747	395336
748	395564
749	395663
750	395774
751	395956
752	396419
753	396658
754	396787
755	397021
756	397996
757	398233
758	400581
759	401487
760	401493
761	401769
762	402239
763	402345
764	402715
765	402718
766	402814
767	402856
768	402889
769	402937
770	405106
771	405108
772	407139
773	407386
774	407524
775	407874
776	407878
777	407960
778	407966
779	407977
780	408213
781	408273
782	408501
783	408546
784	408576
785	408600
786	408724
787	408798
788	408800
789	408803
790	408915
791	408916
792	409488
793	413936
794	414587
795	414677
796	416491
797	416803
798	416847
799	417800
800	417905
801	417989
802	418707
803	418932
804	418941
805	419569
806	420367
807	420433
808	420905
809	420919
810	422086
811	425231
812	427553
813	427662
814	428339
815	429773
816	429830
817	430232
818	430595
819	430870
820	430960
821	430978
822	431014
823	431032
